No.,Time,,time 1,time 2,delay,,delay 1,Delay 2,JITTER
1,0,,0,0.28773,0.28773,,0.087676,0.014458,-0.073218
2,0.28773,,0.28773,0.487784,0.200054,,0.014458,0.147018,0.13256
3,0.487784,,0.487784,0.67338,0.185596,,0.147018,0.037497,-0.109521
4,0.67338,,0.67338,0.711958,0.038578,,0.037497,-0.293552,-0.331049
5,0.711958,,0.711958,0.713039,0.001081,,-0.293552,0.24519,0.538742
6,0.713039,,0.713039,1.007672,0.294633,,0.24519,-0.131994,-0.377184
7,1.007672,"1,007,672",1.007672,1.057115,0.049443,,-0.131994,0.180912,0.312906
8,1.057115,"1,057,115",1.057115,1.238552,0.181437,,0.180912,-0.273539,-0.454451
9,1.238552,"1,238,552",1.238552,1.239077,0.000525,,-0.273539,-0.221564,0.051975
10,1.239077,"1,239,077",1.239077,1.513141,0.274064,,-0.221564,-0.016817,0.204747
11,1.513141,"1,513,141",1.513141,2.008769,0.495628,,-0.016817,0.209318,0.226135
12,2.008769,"2,008,769",2.008769,2.521214,0.512445,,0.209318,0.267572,0.058254
13,2.521214,"2,521,214",2.521214,2.824341,0.303127,,0.267572,0.012056,-0.255516
14,2.824341,"2,824,341",2.824341,2.859896,0.035555,,0.012056,-0.033576,-0.045632
15,2.859896,"2,859,896",2.859896,2.883395,0.023499,,-0.033576,-2.637744,-2.604168
16,2.883395,"2,883,395",2.883395,2.94047,0.057075,,-2.637744,2.670081,5.307825
17,2.94047,"294,047",0.294047,2.988866,2.694819,,2.670081,-0.068453,-2.738534
18,2.988866,"2,988,866",2.988866,3.013604,0.024738,,-0.068453,0.068972,0.137425
19,3.013604,"3,013,604",3.013604,3.106795,0.093191,,0.068972,0.016876,-0.052096
20,3.106795,"3,106,795",3.106795,3.131014,0.024219,,0.016876,-0.03937,-0.056246
21,3.131014,"3,131,014",3.131014,3.138357,0.007343,,-0.03937,-3.044697,-3.005327
22,3.138357,"3,138,357",3.138357,3.18507,0.046713,,-3.044697,3.002937,6.047634
23,3.18507,"318,507",0.318507,3.409917,3.09141,,3.002937,-3.409666,-6.412603
24,3.409917,"3,409,917",3.409917,3.49839,0.088473,,-3.409666,3.341726,6.751392
25,3.49839,"349,839",0.349839,3.847978,3.498139,,3.341726,-0.350835,-3.692561
26,3.847978,"3,847,978",3.847978,4.004391,0.156413,,-0.350835,0.30483,0.655665
27,4.004391,"4,004,391",4.004391,4.511639,0.507248,,0.30483,0.202418,-0.102412
28,4.511639,"4,511,639",4.511639,4.714057,0.202418,,0.202418,-0.158027,-0.360445
29,4.714057,"4,714,057",4.714057,4.714057,0,,-0.158027,0.032236,0.190263
30,4.714057,"4,714,057",4.714057,4.872084,0.158027,,0.032236,-0.025605,-0.057841
31,4.872084,"4,872,084",4.872084,4.997875,0.125791,,-0.025605,-0.439969,-0.414364
32,4.997875,"4,997,875",4.997875,5.149271,0.151396,,-0.439969,0.538226,0.978195
33,5.149271,"5,149,271",5.149271,5.740636,0.591365,,0.538226,-0.00939,-0.547616
34,5.740636,"5,740,636",5.740636,5.793775,0.053139,,-0.00939,-0.001421,0.007969
35,5.793775,"5,793,775",5.793775,5.856304,0.062529,,-0.001421,-0.253329,-0.251908
36,5.856304,"5,856,304",5.856304,5.920254,0.06395,,-0.253329,-0.137118,0.116211
37,5.920254,"5,920,254",5.920254,6.237533,0.317279,,-0.137118,-5.623912,-5.486794
38,6.237533,"6,237,533",6.237533,6.69193,0.454397,,-5.623912,6.008174,11.632086
39,6.69193,"669,193",0.669193,6.747502,6.078309,,6.008174,-0.134585,-6.142759
40,6.747502,"6,747,502",6.747502,6.817637,0.070135,,-0.134585,-0.820889,-0.686304
41,6.817637,"6,817,637",6.817637,7.022357,0.20472,,-0.820889,0.810225,1.631114
42,7.022357,"7,022,357",7.022357,8.047966,1.025609,,0.810225,-7.622928,-8.433153
43,8.047966,"8,047,966",8.047966,8.26335,0.215384,,-7.622928,7.716129,15.339057
44,8.26335,"826,335",0.826335,8.664647,7.838312,,7.716129,-7.790577,-15.506706
45,8.664647,"8,664,647",8.664647,8.78683,0.122183,,-7.790577,7.631383,15.42196
46,8.78683,"878,683",0.878683,8.791443,7.91276,,7.631383,-8.394082,-16.025465
47,8.791443,"8,791,443",8.791443,9.07282,0.281377,,-8.394082,8.532225,16.926307
48,9.07282,"907,282",0.907282,9.582741,8.675459,,8.532225,0.117853,-8.414372
49,9.582741,"9,582,741",9.582741,9.725975,0.143234,,0.117853,-0.420176,-0.538029
50,9.725975,"9,725,975",9.725975,9.751356,0.025381,,-0.420176,0.379659,0.799835
51,9.751356,"9,751,356",9.751356,10.196913,0.445557,,0.379659,-0.040011,-0.41967
52,10.196913,"10,196,913",10.196913,10.262811,0.065898,,-0.040011,-9.620856,-9.580845
53,10.262811,"10,262,811",10.262811,10.36872,0.105909,,-9.620856,9.370653,18.991509
54,10.36872,"1,036,872",1.036872,10.763637,9.726765,,9.370653,0.295465,-9.075188
55,10.763637,"10,763,637",10.763637,11.119749,0.356112,,0.295465,-0.692095,-0.98756
56,11.119749,"11,119,749",11.119749,11.180396,0.060647,,-0.692095,0.543384,1.235479
57,11.180396,"11,180,396",11.180396,11.933138,0.752742,,0.543384,-0.425038,-0.968422
58,11.933138,"11,933,138",11.933138,12.142496,0.209358,,-0.425038,0.634396,1.059434
59,12.142496,"12,142,496",12.142496,12.776892,0.634396,,0.634396,-0.072699,-0.707095
60,12.776892,"12,776,892",12.776892,12.776892,0,,-0.072699,0.063388,0.136087
61,12.776892,"12,776,892",12.776892,12.849591,0.072699,,0.063388,-0.298616,-0.362004
62,12.849591,"12,849,591",12.849591,12.858902,0.009311,,-0.298616,0.000762,0.299378
63,12.858902,"12,858,902",12.858902,13.166829,0.307927,,0.000762,0.144645,0.143883
64,13.166829,"13,166,829",13.166829,13.473994,0.307165,,0.144645,-0.33117,-0.475815
65,13.473994,"13,473,994",13.473994,13.636514,0.16252,,-0.33117,0.453115,0.784285
66,13.636514,"13,636,514",13.636514,14.130204,0.49369,,0.453115,-0.190971,-0.644086
67,14.130204,"14,130,204",14.130204,14.170779,0.040575,,-0.190971,0.156921,0.347892
68,14.170779,"14,170,779",14.170779,14.402325,0.231546,,0.156921,-13.007604,-13.164525
69,14.402325,"14,402,325",14.402325,14.47695,0.074625,,-13.007604,12.293168,25.300772
70,14.47695,"1,447,695",1.447695,14.529924,13.082229,,12.293168,0.269432,-12.023736
71,14.529924,"14,529,924",14.529924,15.318985,0.789061,,0.269432,0.323743,0.054311
72,15.318985,"15,318,985",15.318985,15.838614,0.519629,,0.323743,-15.882036,-16.205779
73,15.838614,"15,838,614",15.838614,16.0345,0.195886,,-15.882036,15.967768,31.849804
74,16.0345,"160,345",0.160345,16.238267,16.077922,,15.967768,-0.087676,-16.055444
75,16.238267,"16,238,267",16.238267,16.348421,0.110154,,-0.087676,0.196394,0.28407
76,16.348421,"16,348,421",16.348421,16.546251,0.19783,,0.196394,-0.296468,-0.492862
77,16.546251,"16,546,251",16.546251,16.547687,0.001436,,-0.296468,0.262386,0.558854
78,16.547687,"16,547,687",16.547687,16.845591,0.297904,,0.262386,-0.017031,-0.279417
79,16.845591,"16,845,591",16.845591,16.881109,0.035518,,-0.017031,-0.58368,-0.566649
80,16.881109,"16,881,109",16.881109,16.933658,0.052549,,-0.58368,0.265853,0.849533
81,16.933658,"16,933,658",16.933658,17.569887,0.636229,,0.265853,0.329472,0.063619
82,17.569887,"17,569,887",17.569887,17.940263,0.370376,,0.329472,-0.178478,-0.50795
83,17.940263,"17,940,263",17.940263,17.981167,0.040904,,-0.178478,0.133382,0.31186
84,17.981167,"17,981,167",17.981167,18.200549,0.219382,,0.133382,0.086,-0.047382
85,18.200549,"18,200,549",18.200549,18.286549,0.086,,0.086,-0.192352,-0.278352
86,18.286549,"18,286,549",18.286549,18.286549,0,,-0.192352,0.167705,0.360057
87,18.286549,"18,286,549",18.286549,18.478901,0.192352,,0.167705,-0.065703,-0.233408
88,18.478901,"18,478,901",18.478901,18.503548,0.024647,,-0.065703,-0.263987,-0.198284
89,18.503548,"18,503,548",18.503548,18.593898,0.09035,,-0.263987,0.334409,0.598396
90,18.593898,"18,593,898",18.593898,18.948235,0.354337,,0.334409,-0.276814,-0.611223
91,18.948235,"18,948,235",18.948235,18.968163,0.019928,,-0.276814,-0.056788,0.220026
92,18.968163,"18,968,163",18.968163,19.264905,0.296742,,-0.056788,0.015856,0.072644
93,19.264905,"19,264,905",19.264905,19.618435,0.35353,,0.015856,0.258792,0.242936
94,19.618435,"19,618,435",19.618435,19.956109,0.337674,,0.258792,-0.010717,-0.269509
95,19.956109,"19,956,109",19.956109,20.034991,0.078882,,-0.010717,-18.130108,-18.119391
96,20.034991,"20,034,991",20.034991,20.12459,0.089599,,-18.130108,18.219069,36.349177
97,20.12459,"2,012,459",2.012459,20.232166,18.219707,,18.219069,-0.400613,-18.619682
98,20.232166,"20,232,166",20.232166,20.232804,0.000638,,-0.400613,0.393298,0.793911
99,20.232804,"20,232,804",20.232804,20.634055,0.401251,,0.393298,-0.155419,-0.548717
100,20.634055,"20,634,055",20.634055,20.642008,0.007953,,-0.155419,-18.874942,-18.719523
101,20.642008,"20,642,008",20.642008,20.80538,0.163372,,-18.874942,18.48085,37.355792
102,20.80538,"2,080,538",2.080538,21.118852,19.038314,,18.48085,0.120325,-18.360525
103,21.118852,"21,118,852",21.118852,21.676316,0.557464,,0.120325,0.213258,0.092933
104,21.676316,"21,676,316",21.676316,22.113455,0.437139,,0.213258,0.022237,-0.191021
105,22.113455,"22,113,455",22.113455,22.337336,0.223881,,0.022237,-20.085547,-20.107784
106,22.337336,"22,337,336",22.337336,22.53898,0.201644,,-20.085547,20.280099,40.365646
107,22.53898,"2,253,898",2.253898,22.541089,20.287191,,20.280099,0.004125,-20.275974
108,22.541089,"22,541,089",22.541089,22.548181,0.007092,,0.004125,-0.040479,-0.044604
109,22.548181,"22,548,181",22.548181,22.551148,0.002967,,-0.040479,0.043446,0.083925
110,22.551148,"22,551,148",22.551148,22.594594,0.043446,,0.043446,-0.001898,-0.045344
111,22.594594,"22,594,594",22.594594,22.594594,0,,-0.001898,0.001522,0.00342
112,22.594594,"22,594,594",22.594594,22.596492,0.001898,,0.001522,-0.001023,-0.002545
113,22.596492,"22,596,492",22.596492,22.596868,0.000376,,-0.001023,-0.001525,-0.000502
114,22.596868,"22,596,868",22.596868,22.598267,0.001399,,-0.001525,0.002306,0.003831
115,22.598267,"22,598,267",22.598267,22.601191,0.002924,,0.002306,-0.001132,-0.003438
116,22.601191,"22,601,191",22.601191,22.601809,0.000618,,-0.001132,-0.003399,-0.002267
117,22.601809,"22,601,809",22.601809,22.603559,0.00175,,-0.003399,0.004588,0.007987
118,22.603559,"22,603,559",22.603559,22.608708,0.005149,,0.004588,-0.001186,-0.005774
119,22.608708,"22,608,708",22.608708,22.609269,0.000561,,-0.001186,-0.021053,-0.019867
120,22.609269,"22,609,269",22.609269,22.611016,0.001747,,-0.021053,0.0228,0.043853
121,22.611016,"22,611,016",22.611016,22.633816,0.0228,,0.0228,-0.001391,-0.024191
122,22.633816,"22,633,816",22.633816,22.633816,0,,-0.001391,-0.002497,-0.001106
123,22.633816,"22,633,816",22.633816,22.635207,0.001391,,-0.002497,-0.023525,-0.021028
124,22.635207,"22,635,207",22.635207,22.639095,0.003888,,-0.023525,0.025666,0.049191
125,22.639095,"22,639,095",22.639095,22.666508,0.027413,,0.025666,-0.22486,-0.250526
126,22.666508,"22,666,508",22.666508,22.668255,0.001747,,-0.22486,0.0062,0.23106
127,22.668255,"22,668,255",22.668255,22.894862,0.226607,,0.0062,0.145764,0.139564
128,22.894862,"22,894,862",22.894862,23.115269,0.220407,,0.145764,-0.244826,-0.39059
129,23.115269,"23,115,269",23.115269,23.189912,0.074643,,-0.244826,-0.276989,-0.032163
130,23.189912,"23,189,912",23.189912,23.509381,0.319469,,-0.276989,0.153465,0.430454
131,23.509381,"23,509,381",23.509381,24.105839,0.596458,,0.153465,0.403404,0.249939
132,24.105839,"24,105,839",24.105839,24.548832,0.442993,,0.403404,-0.212306,-0.61571
133,24.548832,"24,548,832",24.548832,24.588421,0.039589,,-0.212306,-0.010931,0.201375
134,24.588421,"24,588,421",24.588421,24.840316,0.251895,,-0.010931,0.052675,0.063606
135,24.840316,"24,840,316",24.840316,25.103142,0.262826,,0.052675,-0.561162,-0.613837
136,25.103142,"25,103,142",25.103142,25.313293,0.210151,,-0.561162,0.576426,1.137588
